1,user1,123456,false,,10000000
2,user2,123456,false,,10000000
3,user3,123456,false,,10000000
4,user4,123456,false,,10000000
5,user5,123456,false,,10000000
6,user6,123456,false,,10000000
7,user7,123456,false,,10000000
8,user8,123456,false,,10000000
9,user9,123456,false,,10000000
10,user10,123456,false,,10000000
11,user11,123456,false,,10000000
12,user12,123456,false,,10000000
13,user13,123456,false,,10000000
14,user14,123456,false,,10000000
15,user15,123456,false,activist|documentary|uganda,10000000
16,user16,123456,false,,10000000
17,user17,123456,false,,10000000
18,user18,123456,false,,10000000
19,user19,123456,false,,10000000
20,user20,123456,false,,10000000
21,user21,123456,false,,10000000
22,user22,123456,false,,10000000
23,user23,123456,false,Ron Howard,10000000
24,user24,123456,false,,10000000
25,user25,123456,false,,10000000
26,user26,123456,false,,10000000
27,user27,123456,false,,10000000
28,user28,123456,false,,10000000
29,user29,123456,false,,10000000
30,user30,123456,false,,10000000
31,user31,123456,false,,10000000
32,user32,123456,false,,10000000
33,user33,123456,false,,10000000
34,user34,123456,false,,10000000
35,user35,123456,false,,10000000
36,user36,123456,false,,10000000
37,user37,123456,false,,10000000
38,user38,123456,false,,10000000
39,user39,123456,false,,10000000
40,user40,123456,false,,10000000
41,user41,123456,false,,10000000
42,user42,123456,false,,10000000
43,user43,123456,false,,10000000
44,user44,123456,false,,10000000
45,user45,123456,false,,10000000
46,user46,123456,false,,10000000
47,user47,123456,false,,10000000
48,user48,123456,false,,10000000
49,user49,123456,false,,10000000
50,user50,123456,false,,10000000
51,user51,123456,false,,10000000
52,user52,123456,false,,10000000
53,user53,123456,false,,10000000
54,user54,123456,false,,10000000
55,user55,123456,false,,10000000
56,user56,123456,false,,10000000
57,user57,123456,false,,10000000
58,user58,123456,false,,10000000
59,user59,123456,false,,10000000
60,user60,123456,false,,10000000
61,user61,123456,false,,10000000
62,user62,123456,false,,10000000
63,user63,123456,false,,10000000
64,user64,123456,false,,10000000
65,user65,123456,false,,10000000
66,user66,123456,false,,10000000
67,user67,123456,false,,10000000
68,user68,123456,false,music|weird,10000000
69,user69,123456,false,,10000000
70,user70,123456,false,,10000000
71,user71,123456,false,,10000000
72,user72,123456,false,,10000000
73,user73,123456,false,action|anime|b movie|comedt|drama|horror|indie|kung fu|love,10000000
74,user74,123456,false,,10000000
75,user75,123456,false,,10000000
76,user76,123456,false,,10000000
77,user77,123456,false,Gilliam|Trilogy of the Imagination,10000000
78,user78,123456,false,,10000000
79,user79,123456,false,,10000000
80,user80,123456,false,,10000000
81,user81,123456,false,,10000000
82,user82,123456,false,,10000000
83,user83,123456,false,,10000000
84,user84,123456,false,intense|r:violence|tarantino,10000000
85,user85,123456,false,,10000000
86,user86,123456,false,,10000000
87,user87,123456,false,,10000000
88,user88,123456,false,,10000000
89,user89,123456,false,,10000000
90,user90,123456,false,,10000000
91,user91,123456,false,,10000000
92,user92,123456,false,,10000000
93,user93,123456,false,,10000000
94,user94,123456,false,emotional|tragedy,10000000
95,user95,123456,false,,10000000
96,user96,123456,false,,10000000
97,user97,123456,false,,10000000
98,user98,123456,false,,10000000
99,user99,123456,false,,10000000
100,user100,123456,false,,10000000
101,user101,123456,false,,10000000
102,user102,123456,false,,10000000
103,user103,123456,false,,10000000
104,user104,123456,false,,10000000
105,user105,123456,false,,10000000
106,user106,123456,false,,10000000
107,user107,123456,false,,10000000
108,user108,123456,false,,10000000
109,user109,123456,false,,10000000
110,user110,123456,false,,10000000
111,user111,123456,false,,10000000
112,user112,123456,false,,10000000
113,user113,123456,false,,10000000
114,user114,123456,false,,10000000
115,user115,123456,false,,10000000
116,user116,123456,false,,10000000
117,user117,123456,false,,10000000
118,user118,123456,false,,10000000
119,user119,123456,false,,10000000
120,user120,123456,false,,10000000
121,user121,123456,false,,10000000
122,user122,123456,false,,10000000
123,user123,123456,false,,10000000
124,user124,123456,false,,10000000
125,user125,123456,false,,10000000
126,user126,123456,false,,10000000
127,user127,123456,false,,10000000
128,user128,123456,false,,10000000
129,user129,123456,false,,10000000
130,user130,123456,false,,10000000
131,user131,123456,false,,10000000
132,user132,123456,false,No progress|Too slow|Views,10000000
133,user133,123456,false,,10000000
134,user134,123456,false,,10000000
135,user135,123456,false,,10000000
136,user136,123456,false,,10000000
137,user137,123456,false,,10000000
138,user138,123456,false,artificial intelligence|Christopher Nolan|cult classic|cult film|genius|good science|intellectual|interesting ideea|jack nicholson|mathematics|philosophical issues|physics|psychological|psychology|relativity|sci-fi|Science Fiction|sentimental|space|Stanley Kubrick|time travel|time-travel,10000000
139,user139,123456,false,,10000000
140,user140,123456,false,,10000000
141,user141,123456,false,,10000000
142,user142,123456,false,,10000000
143,user143,123456,false,,10000000
144,user144,123456,false,,10000000
145,user145,123456,false,,10000000
146,user146,123456,false,,10000000
147,user147,123456,false,,10000000
148,user148,123456,false,,10000000
149,user149,123456,false,eerie|friendship|teenagers,10000000
150,user150,123456,false,,10000000
151,user151,123456,false,,10000000
152,user152,123456,false,,10000000
153,user153,123456,false,,10000000
154,user154,123456,false,,10000000
155,user155,123456,false,,10000000
156,user156,123456,false,,10000000
157,user157,123456,false,,10000000
158,user158,123456,false,,10000000
159,user159,123456,false,,10000000
160,user160,123456,false,,10000000
161,user161,123456,false,,10000000
162,user162,123456,false,,10000000
163,user163,123456,false,,10000000
164,user164,123456,false,,10000000
165,user165,123456,false,,10000000
166,user166,123456,false,,10000000
167,user167,123456,false,,10000000
168,user168,123456,false,,10000000
169,user169,123456,false,,10000000
170,user170,123456,false,,10000000
171,user171,123456,false,,10000000
172,user172,123456,false,,10000000
173,user173,123456,false,,10000000
174,user174,123456,false,,10000000
175,user175,123456,false,,10000000
176,user176,123456,false,sexist,10000000
177,user177,123456,false,,10000000
178,user178,123456,false,,10000000
179,user179,123456,false,nerdy|Science Fiction,10000000
180,user180,123456,false,,10000000
181,user181,123456,false,,10000000
182,user182,123456,false,,10000000
183,user183,123456,false,,10000000
184,user184,123456,false,,10000000
185,user185,123456,false,,10000000
186,user186,123456,false,,10000000
187,user187,123456,false,Emilio Estevez,10000000
188,user188,123456,false,,10000000
189,user189,123456,false,,10000000
190,user190,123456,false,,10000000
191,user191,123456,false,,10000000
192,user192,123456,false,,10000000
193,user193,123456,false,,10000000
194,user194,123456,false,,10000000
195,user195,123456,false,,10000000
196,user196,123456,false,,10000000
197,user197,123456,false,,10000000
198,user198,123456,false,,10000000
